CO_IES;NO;NE;CO;SUL;SE;CO_TURNO_ALUNO;CO_TURNO_MATUTINO;CO_TURNO_VESPERTINO;CO_TURNO_NOTURNO;CO_TURNO_INTEGRAL;CO_TURNO_N_INF;CO_ALUNO;CO_ALUNO_SITUACAO;CO_ALUNO_EVASAO;CO_ALUNO_FORMADO;NO_EVENTO;EVENTO;CO_ALUNO_CEN;CO_COR_RACA_ALUNO;IN_SEXO_ALUNO;NU_IDADE_ALUNO;IN_ALUNO_DEFICIENCIA;IN_DEF_AUDITIVA;IN_DEF_FISICA;IN_DEF_MENTAL;IN_DEF_MULTIPLA;IN_SURDEZ;IN_SURDOCEGUEIRA;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_ATIVIDADE_COMPLEMENTAR;IN_RESERVA_VAGAS;IN_ING_CONVENIO_PECG;IN_RESERVA_ETNICO;IN_RESERVA_DEFICIENCIA;IN_RESERVA_ENSINO_PUBLICO;IN_RESERVA_RENDA_FAMILIAR;IN_RESERVA_OUTROS;IN_APOIO_SOCIAL;IN_APOIO_ALIMENTACAO;IN_APOIO_BOLSA_PERMANENCIA;IN_APOIO_BOLSA_TRABALHO;IN_APOIO_MATERIAL_DIDATICO;IN_APOIO_MORADIA;IN_APOIO_TRANSPORTE;IN_ATIV_ESTAG_N_OBRIG_NAO_REM;IN_ATIV_EXTENSAO_NAO_REM;IN_ATIV_MONITORIA_NAO_REM;IN_ATIV_PESQUISA_NAO_REM;IN_ATIV_ESTAG_N_OBRIG_REM;IN_ATIV_EXTENSAO_REM;IN_ATIV_MONITORIA_REM;IN_ATIV_PESQUISA_REM;ANO_INGRESSO;ANO_BASE;TEMPO;IN_DEF_SUPERDOTACAO;IN_TGD_AUTISMO_INFANTIL;IN_TGD_SINDROME_ASPERGER;IN_TGD_SINDROME_RETT;IN_TGD_TRANSTOR_DESINTEGRATIVO;T1;T2;T3;T4;T5;T6;T7;T8;T9
26;0;0;0;0;1;3;0;0;1;0;0;400015905768;4;1;0;Evadido;1;1;1;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2014;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400016403959;4;1;0;Evadido;1;1;1;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400016818443;4;1;0;Evadido;1;1;1;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2014;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400016852690;4;1;0;Evadido;1;1;1;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2014;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400017012932;4;1;0;Evadido;1;1;1;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2014;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400017541390;4;1;0;Evadido;1;1;1;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400017541407;4;1;0;Evadido;1;1;3;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400017542110;4;1;0;Evadido;1;1;1;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400017545591;4;1;0;Evadido;1;1;0;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400017591985;4;1;0;Evadido;1;1;1;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400017596645;4;1;0;Evadido;1;1;1;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400017812634;4;1;0;Evadido;1;1;1;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400017883715;4;1;0;Evadido;1;1;0;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400017918751;4;1;0;Evadido;1;1;1;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400017938323;4;1;0;Evadido;1;1;1;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400017947153;4;1;0;Evadido;1;1;1;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400017948956;4;1;0;Evadido;1;1;3;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400017985252;4;1;0;Evadido;1;1;0;1;18;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400018099973;4;1;0;Evadido;1;1;1;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400018226754;4;1;0;Evadido;1;1;1;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400018226900;4;1;0;Evadido;1;1;1;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400018524689;4;1;0;Evadido;1;1;1;1;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400018528825;4;1;0;Evadido;1;1;0;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400011014568;4;1;0;Evadido;1;1;1;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400011235548;4;1;0;Evadido;1;1;1;1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400012187171;4;1;0;Evadido;1;1;3;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2012;2014;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400012544751;4;1;0;Evadido;1;1;1;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2012;2014;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400012814816;4;1;0;Evadido;1;1;3;1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2014;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400012815556;4;1;0;Evadido;1;1;1;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2014;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400012815672;6;0;1;Formado;1;1;1;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2014;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400012815675;4;1;0;Evadido;1;1;0;0;21;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2014;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400012815679;4;1;0;Evadido;1;1;2;1;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2014;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400012818063;4;1;0;Evadido;1;1;1;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2014;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400012818207;4;1;0;Evadido;1;1;0;0;23;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2014;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400012818233;4;1;0;Evadido;1;1;1;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2014;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400012949456;4;1;0;Evadido;1;1;1;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400013948448;4;1;0;Evadido;1;1;1;1;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400018537734;4;1;0;Evadido;1;1;1;1;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400018541625;4;1;0;Evadido;1;1;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400018541638;4;1;0;Evadido;1;1;1;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400018541655;4;1;0;Evadido;1;1;1;1;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400018542181;4;1;0;Evadido;1;1;1;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400018548843;4;1;0;Evadido;1;1;5;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400018550014;4;1;0;Evadido;1;1;3;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400018567864;4;1;0;Evadido;1;1;1;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;3;0;0;1;0;0;400018568623;4;1;0;Evadido;1;1;1;1;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400018597869;4;1;0;Evadido;1;1;3;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400018598785;4;1;0;Evadido;1;1;2;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400018600528;4;1;0;Evadido;1;1;0;1;19;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400018602809;4;1;0;Evadido;1;1;1;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400018603127;4;1;0;Evadido;1;1;1;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400018603568;4;1;0;Evadido;1;1;1;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400018603803;4;1;0;Evadido;1;1;0;1;18;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400018604915;4;1;0;Evadido;1;1;1;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400018605318;4;1;0;Evadido;1;1;3;1;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400018608759;4;1;0;Evadido;1;1;0;1;19;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400018609116;4;1;0;Evadido;1;1;0;0;19;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400018609135;4;1;0;Evadido;1;1;0;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
26;0;0;0;0;1;1;1;0;0;0;0;400018609140;4;1;0;Evadido;1;1;1;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400005071592;6;0;1;Formado;1;1;0;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2014;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400005071735;6;0;1;Formado;1;1;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2014;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006250151;6;0;1;Formado;1;1;0;1;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2014;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006257393;4;1;0;Evadido;1;1;0;1;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2014;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006257440;6;0;1;Formado;1;1;0;1;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010;2014;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006259186;6;0;1;Formado;1;1;0;1;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010;2014;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006259484;6;0;1;Formado;1;1;0;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2014;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006259732;6;0;1;Formado;1;1;0;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2014;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006259852;6;0;1;Formado;1;1;0;1;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2012;2014;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006306261;6;0;1;Formado;1;1;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2014;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006307094;6;0;1;Formado;1;1;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2012;2014;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006307233;4;1;0;Evadido;1;1;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006307726;6;0;1;Formado;1;1;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2014;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006308125;6;0;1;Formado;1;1;0;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2014;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006308236;6;0;1;Formado;1;1;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2014;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006308354;6;0;1;Formado;1;1;0;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2014;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006308617;6;0;1;Formado;1;1;0;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2014;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006308669;6;0;1;Formado;1;1;0;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2014;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006309409;6;0;1;Formado;1;1;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2014;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006309536;6;0;1;Formado;1;1;0;1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2014;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400010776587;6;0;1;Formado;1;1;0;0;22;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2010;2014;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400010776792;6;0;1;Formado;1;1;0;0;24;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;0;0;1;0;0;0;2010;2014;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400010776963;6;0;1;Formado;1;1;0;1;22;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;2010;2014;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400010777468;4;1;0;Evadido;1;1;0;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;2014;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400010777574;6;0;1;Formado;1;1;0;1;22;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2010;2014;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400010778086;6;0;1;Formado;1;1;0;0;23;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2010;2014;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400010778170;6;0;1;Formado;1;1;0;0;23;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2010;2014;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400010778426;6;0;1;Formado;1;1;0;0;22;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2010;2014;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
