CO_IES;CO_CATEGORIA_ADMINISTRATIVA;CO_ORGANIZACAO_ACADEMICA;TP_TURNO;CO_GRAU_ACADEMICO;CO_ALUNO;TP_SITUACAO;TP_COR_RACA;TP_SEXO;NU_ANO_NASCIMENTO;NU_MES_NASCIMENTO;NU_DIA_NASCIMENTO;IDADE;CO_NACIONALIDADE;CO_PAIS_ORIGEM;TP_DEFICIENCIA;IN_DEFICIENCIA_AUDITIVA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_INTELECTUAL;IN_DEFICIENCIA_MULTIPLA;IN_DEFICIENCIA_SURDEZ;IN_DEFICIENCIA_SURDOCEGUEIRA;IN_DEFICIENCIA_BAIXA_VISAO;IN_DEFICIENCIA_CEGUEIRA;DT_INGRESSO_CURSO;IN_ATIVIDADE_EXTRACURRICULAR;IN_RESERVA_VAGAS;IN_FINANCIAMENTO_ESTUDANTIL;IN_INGRESSO_VESTIBULAR;IN_INGRESSO_ENEM;IN_INGRESSO_OUTRO_TIPO_SELECAO;IN_INGRESSO_CONVENIO_PECG;IN_INGRESSO_OUTRA_FORMA;IN_RESERVA_ETNICO;IN_RESERVA_DEFICIENCIA;IN_RESERVA_ENSINO_PUBLICO;IN_RESERVA_RENDA_FAMILIAR;IN_RESERVA_OUTRA;IN_FIN_REEMB_FIES;IN_FIN_REEMB_ESTADUAL;IN_FIN_REEMB_MUNICIPAL;IN_FIN_REEMB_PROG_IES;IN_FIN_REEMB_ENT_EXTERNA;IN_FIN_REEMB_OUTRA;IN_FIN_NAOREEMB_PROUNI_INTEGR;IN_FIN_NAOREEMB_PROUNI_PARCIAL;IN_FIN_NAOREEMB_ESTADUAL;IN_FIN_NAOREEMB_MUNICIPAL;IN_FIN_NAOREEMB_PROG_IES;IN_FIN_NAOREEMB_ENT_EXTERNA;IN_FIN_NAOREEMB_OUTRA;IN_APOIO_SOCIAL;IN_APOIO_ALIMENTACAO;IN_APOIO_BOLSA_PERMANENCIA;IN_APOIO_BOLSA_TRABALHO;IN_APOIO_MATERIAL_DIDATICO;IN_APOIO_MORADIA;IN_APOIO_TRANSPORTE;IN_COMPLEMENTAR_ESTAGIO;IN_COMPLEMENTAR_EXTENSAO;IN_COMPLEMENTAR_MONITORIA;IN_COMPLEMENTAR_PESQUISA;IN_BOLSA_ESTAGIO;IN_BOLSA_EXTENSAO;IN_BOLSA_MONITORIA;IN_BOLSA_PESQUISA;IN_MATRICULA;IN_CONCLUINTE;IN_INGRESSO_TOTAL;IN_INGRESSO_PROCESSO_SELETIVO;IN_OUTRAS_FORMAS;ANO_INGRESSO;ANO_BASE;TEMPO;TP_ESCOLA_CONCLUSAO_ENS_MEDIO;IN_DEFICIENCIA_SUPERDOTACAO;IN_TGD_AUTISMO_INFANTIL;IN_TGD_SINDROME_ASPERGER;IN_TGD_SINDROME_RETT;IN_TGD_TRANSTOR_DESINTEGRATIVO;IN_ALUNO_PARFOR;TP_SEMESTRE_CONCLUSAO;IN_INGRESSO_AVALIACAO_SERIADA;IN_INGRESSO_TRANSF_EXOFFICIO;IN_INGRESSO_DECISAO_JUDICIAL;IN_INGRESSO_VAGA_NOVA;IN_INGRESSO_SELECAO_SIMPLIFICA;IN_INGRESSO_VAGA_REMANESC;IN_INGRESSO_VAGA_PROG_ESPECIAL;TP_SEMESTRE_REFERENCIA;IN_MOBILIDADE_ACADEMICA;CO_PAIS_DESTINO;CO_MOBILIDADE_ACADEMICA;CO_MOBILIDADE_ACADEMICA_INTERN;CO_IES_DESTINO;QT_CARGA_HORARIA_TOTAL;QT_CARGA_HORARIA_INTEG;IN_INGRESSO_EGRESSO
4;1;1;4;1;400008760211;2;1;1;1991;8;19;26;1;76;2;;;;;;;;;01/01/2014;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2014;2017;4;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;1080;0
4;1;1;4;1;400008902748;2;3;2;1986;8;27;31;1;76;0;;;;;;;;;01/01/2017;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;1;;;2017;2017;1;1;;;;;;;;0;0;0;1;0;0;0;2;0;;;;;3000;450;0
4;1;1;4;1;400008911032;4;1;2;1985;2;26;32;1;76;2;;;;;;;;;01/01/2012;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;0;0;;;2012;2017;6;1;;;;;;;;0;0;0;0;0;0;0;1;;;;;;3000;255;0
4;1;1;4;1;400009591914;2;4;2;1991;3;16;26;1;76;0;;;;;;;;;01/01/2017;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;1;;;2017;2017;1;2;;;;;;;;0;0;0;1;0;0;0;2;0;;;;;3000;0;0
4;1;1;4;1;400009708024;2;3;1;1991;2;13;26;1;76;0;;;;;;;;;01/01/2015;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2015;2017;3;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;300;0
4;1;1;4;1;400009844436;2;3;1;1986;3;2;31;2;76;0;;;;;;;;;01/01/2016;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2016;2017;2;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;420;0
4;1;1;4;1;400009847027;2;1;2;1989;9;15;28;1;76;2;;;;;;;;;01/01/2010;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2010;2017;8;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;2790;0
4;1;1;4;1;400010310475;2;1;2;1992;9;22;25;1;76;0;;;;;;;;;01/01/2014;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2014;2017;4;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;1965;0
4;1;1;4;1;400010846913;2;3;2;1971;1;9;46;1;76;0;;;;;;;;;01/01/2016;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2016;2017;2;2;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;30;0
4;1;1;4;1;400012003048;4;3;2;1991;11;7;26;1;76;2;;;;;;;;;01/01/2011;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;0;0;;;2011;2017;7;1;;;;;;;;1;0;0;0;0;0;0;1;;;;;;3000;90;0
4;1;1;4;1;400012003301;4;3;2;1991;7;26;26;1;76;0;;;;;;;;;01/01/2013;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;0;0;;;2013;2017;5;2;;;;;;;;0;0;0;0;0;0;0;1;;;;;;3000;0;0
4;1;1;4;1;400012003370;2;3;2;1993;8;19;24;1;76;2;;;;;;;;;01/01/2011;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2011;2017;7;2;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;3027;0
4;1;1;4;1;400012073820;2;1;2;1991;12;13;26;1;76;2;;;;;;;;;01/01/2016;1;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;1;0;0;0;1;;;;1;0;0;;;2016;2017;2;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;2865;0
4;1;1;4;1;400012075406;6;4;2;1992;7;20;25;1;76;2;;;;;;;;;01/01/2011;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;1;0;;;2011;2017;7;1;;;;;;;;1;0;0;0;0;0;0;2;0;;;;;3000;3077;0
4;1;1;4;1;400012075544;6;3;2;1993;12;20;24;1;76;2;;;;;;;;;01/01/2011;1;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;1;0;0;0;1;;;;1;1;0;;;2011;2017;7;2;;;;;;;;1;0;0;0;0;0;0;2;0;;;;;3000;3063;0
4;1;1;4;1;400012076925;2;3;2;1982;9;21;35;1;76;0;;;;;;;;;01/01/2017;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;1;;;2017;2017;1;2;;;;;;;;0;0;0;1;0;0;0;2;0;;;;;3000;2775;0
4;1;1;4;1;400012077003;4;3;2;1990;11;29;27;1;76;2;;;;;;;;;01/01/2011;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;0;0;;;2011;2017;7;1;;;;;;;;0;0;0;0;0;0;0;1;;;;;;3000;2070;0
4;1;1;4;1;400012077151;2;1;2;1993;8;22;24;1;76;0;;;;;;;;;01/01/2016;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2016;2017;2;2;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;1965;0
4;1;1;4;1;400012151337;2;2;2;1992;11;6;25;1;76;2;;;;;;;;;01/01/2017;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;1;;;2017;2017;1;2;;;;;;;;0;0;0;1;0;0;0;2;0;;;;;3000;990;0
4;1;1;4;1;400012274519;2;3;2;1979;1;18;38;1;76;2;;;;;;;;;01/01/2015;1;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;0;1;;;;0;1;0;0;;;2015;2017;3;2;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;480;0
4;1;1;4;1;400012548540;2;3;2;1989;12;15;28;1;76;2;;;;;;;;;01/01/2016;1;1;;0;1;;0;;1;0;1;0;0;;;;;;;;;;;;;;0;;;;;;;0;0;0;1;;;;1;1;0;0;;;2016;2017;2;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;840;0
4;1;1;4;1;400012638778;2;3;1;1992;5;25;25;1;76;2;;;;;;;;;01/01/2017;0;1;;0;1;;0;;1;0;1;1;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;1;;;2017;2017;1;1;;;;;;;;0;0;0;1;0;0;0;2;0;;;;;3000;0;0
4;1;1;4;1;400012713921;2;3;2;1987;5;20;30;1;76;0;;;;;;;;;01/01/2017;1;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;1;0;0;;0;;;1;0;1;;;2017;2017;1;1;;;;;;;;0;0;0;1;0;0;0;2;0;;;;;3000;690;0
4;1;1;4;1;400013139812;4;3;1;1986;9;20;31;1;76;0;;;;;;;;;01/01/2016;0;1;;0;1;;0;;0;0;1;1;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;0;0;;;2016;2017;2;1;;;;;;;;0;0;0;0;0;0;0;2;;;;;;3000;0;0
4;1;1;4;1;400013513739;2;0;2;1992;8;29;25;1;76;0;;;;;;;;;01/01/2013;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2013;2017;5;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;285;0
4;1;1;4;1;400013889707;2;3;2;1983;8;8;34;1;76;0;;;;;;;;;01/01/2016;0;1;;0;1;;0;;1;0;1;0;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2016;2017;2;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;30;0
4;1;1;4;1;400014050589;2;3;2;1990;12;21;27;1;76;0;;;;;;;;;01/01/2016;0;1;;0;1;;0;;0;0;1;1;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2016;2017;2;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;60;0
4;1;1;4;1;400014896940;4;3;2;1990;1;19;27;1;76;2;;;;;;;;;01/01/2014;0;1;;0;1;;0;;1;0;1;1;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;0;0;;;2014;2017;4;1;;;;;;;;0;0;0;0;0;0;0;1;;;;;;3000;60;0
4;1;1;4;1;400014897017;2;3;2;1976;3;13;41;1;76;2;;;;;;;;;01/01/2012;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2012;2017;6;2;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;2730;0
4;1;1;4;1;400014897070;2;1;1;1994;4;15;23;1;76;0;;;;;;;;;01/01/2015;1;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;1;0;0;;1;;;1;0;0;;;2015;2017;3;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;1305;0
4;1;1;4;1;400014897093;3;4;2;1978;8;31;39;1;76;2;;;;;;;;;01/01/2012;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;0;0;;;2012;2017;6;1;;;;;;;;0;0;0;0;0;0;0;2;;;;;;3000;1695;0
4;1;1;4;1;400015124820;2;0;1;1994;2;6;23;1;76;2;;;;;;;;;01/01/2012;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2012;2017;6;9;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;630;0
4;1;1;4;1;400015326841;6;3;1;1993;8;20;24;1;76;2;;;;;;;;;01/01/2012;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;1;0;;;2012;2017;6;1;;;;;;;;1;0;0;0;0;0;0;2;0;;;;;3000;3129;0
4;1;1;4;1;400015328578;2;3;2;1994;4;8;23;1;76;2;;;;;;;;;01/01/2012;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2012;2017;6;9;;;;;;;;1;0;0;0;0;0;0;2;0;;;;;3000;1200;0
4;1;1;4;1;400015328596;6;3;1;1994;7;7;23;1;76;2;;;;;;;;;01/01/2012;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;1;0;;;2012;2017;6;1;;;;;;;;1;0;0;0;0;0;0;2;0;;;;;3000;3030;0
4;1;1;4;1;400015328793;2;3;1;1994;6;18;23;1;76;2;;;;;;;;;01/01/2012;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2012;2017;6;1;;;;;;;;1;0;0;0;0;0;0;2;0;;;;;3000;1185;0
4;1;1;4;1;400015328895;2;1;2;1992;10;30;25;1;76;0;;;;;;;;;01/01/2016;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2016;2017;2;2;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;0;0
4;1;1;4;1;400015332622;2;1;1;1966;3;27;51;1;76;2;;;;;;;;;01/01/2017;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;1;;;2017;2017;1;2;;;;;;;;0;0;0;1;0;0;0;2;0;;;;;3000;30;0
4;1;1;4;1;400015332811;2;1;1;1993;6;23;24;1;76;2;;;;;;;;;01/01/2012;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2012;2017;6;1;;;;;;;;1;0;0;0;0;0;0;2;0;;;;;3000;2475;0
4;1;1;4;1;400015333104;6;1;1;1993;11;2;24;1;76;2;;;;;;;;;01/01/2012;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;1;0;;;2012;2017;6;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;3015;0
4;1;1;4;1;400015335263;6;3;2;1994;8;31;23;1;76;2;;;;;;;;;01/01/2012;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;1;0;;;2012;2017;6;1;;;;;;;;1;0;0;0;0;0;0;2;0;;;;;3000;3075;0
4;1;1;4;1;400015335395;2;2;2;1993;6;2;24;1;76;2;;;;;;;;;01/01/2012;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2012;2017;6;1;;;;;;;;1;0;0;0;0;0;0;2;0;;;;;3000;60;0
4;1;1;4;1;400015533257;2;1;1;1992;11;12;25;1;76;0;;;;;;;;;01/01/2017;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;1;;;2017;2017;1;1;;;;;;;;0;0;0;1;0;0;0;2;0;;;;;3000;780;0
4;1;1;4;1;400015563322;4;1;1;1994;8;29;23;1;76;2;;;;;;;;;01/01/2013;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;0;0;;;2013;2017;5;1;;;;;;;;1;0;0;0;0;0;0;2;;;;;;3000;390;0
4;1;1;4;1;400015563473;2;1;1;1995;1;7;22;1;76;2;;;;;;;;;01/01/2013;1;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;1;0;0;0;1;;;;1;0;0;;;2013;2017;5;1;;;;;;;;1;0;0;0;0;0;0;2;0;;;;;3000;2370;0
4;1;1;4;1;400015563604;2;3;2;1996;10;31;21;1;76;0;;;;;;;;;01/01/2013;0;1;;0;0;;0;;1;0;1;0;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2013;2017;5;1;;;;;;;;1;0;0;0;0;0;0;2;0;;;;;3000;1155;0
4;1;1;4;1;400015563916;2;3;2;1996;9;17;21;1;76;2;;;;;;;;;01/01/2013;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2013;2017;5;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;2055;0
4;1;1;4;1;400015563975;2;9;1;1993;9;23;24;1;76;2;;;;;;;;;01/01/2012;1;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;1;0;0;;1;;;1;0;0;;;2012;2017;6;9;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;2265;0
4;1;1;4;1;400015564426;4;3;2;1994;4;8;23;1;76;0;;;;;;;;;01/01/2013;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;0;0;;;2013;2017;5;1;;;;;;;;0;0;0;0;0;0;0;1;;;;;;3000;135;0
4;1;1;4;1;400015565106;4;3;2;1995;2;6;22;1;76;0;;;;;;;;;01/01/2013;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;0;0;;;2013;2017;5;2;;;;;;;;1;0;0;0;0;0;0;2;;;;;;3000;390;0
4;1;1;4;1;400015565573;2;3;2;1993;10;8;24;1;76;0;;;;;;;;;01/01/2013;1;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;1;0;0;0;1;;;;1;0;0;;;2013;2017;5;2;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;2145;0
4;1;1;4;1;400015565947;2;3;2;1994;10;11;23;1;76;0;;;;;;;;;01/01/2013;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2013;2017;5;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;210;0
4;1;1;4;1;400015566462;4;3;1;1994;9;1;23;1;76;0;;;;;;;;;01/01/2013;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;0;0;;;2013;2017;5;2;;;;;;;;0;0;0;0;0;0;0;2;;;;;;3000;165;0
4;1;1;4;1;400015566798;6;3;1;1995;5;4;22;1;76;0;;;;;;;;;01/01/2013;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;1;0;;;2013;2017;5;2;;;;;;;;1;0;0;0;0;0;0;2;0;;;;;3000;3044;0
4;1;1;4;1;400015567012;2;3;1;1995;1;12;22;1;76;2;;;;;;;;;01/01/2013;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2013;2017;5;1;;;;;;;;1;0;0;0;0;0;0;2;0;;;;;3000;45;0
4;1;1;4;1;400015567226;4;3;2;1996;5;13;21;1;76;0;;;;;;;;;01/01/2013;0;1;;0;1;;0;;1;0;1;1;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;0;0;;;2013;2017;5;1;;;;;;;;0;0;0;0;0;0;0;2;;;;;;3000;285;0
4;1;1;4;1;400015567472;4;3;2;1994;12;22;23;1;76;0;;;;;;;;;01/01/2013;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;0;0;;;2013;2017;5;2;;;;;;;;1;0;0;0;0;0;0;2;;;;;;3000;540;0
4;1;1;4;1;400015569003;4;2;1;1995;1;9;22;1;76;0;;;;;;;;;01/01/2013;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;0;0;;;2013;2017;5;1;;;;;;;;1;0;0;0;0;0;0;1;;;;;;3000;330;0
4;1;1;4;1;400015569197;2;3;1;1994;1;27;23;1;76;0;;;;;;;;;01/01/2013;0;1;;0;1;;0;;1;0;1;1;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2013;2017;5;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;0;0
4;1;1;4;1;400015569409;4;4;1;1995;8;4;22;1;76;0;;;;;;;;;01/01/2013;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;0;0;;;2013;2017;5;2;;;;;;;;1;0;0;0;0;0;0;1;;;;;;3000;150;0
4;1;1;4;1;400015569570;6;3;1;1995;10;3;22;1;76;0;;;;;;;;;01/01/2013;0;1;;0;0;;0;;1;0;1;1;0;;;;;;;;;;;;;;1;0;0;0;0;1;0;;;;;;;;;1;1;0;;;2013;2017;5;1;;;;;;;;1;0;0;0;0;0;0;2;0;;;;;3000;3108;0
4;1;1;4;1;400015569582;2;3;1;1995;7;31;22;1;76;0;;;;;;;;;01/01/2013;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2013;2017;5;2;;;;;;;;1;0;0;0;0;0;0;2;0;;;;;3000;870;0
4;1;1;4;1;400015570067;4;3;2;1987;3;17;30;1;76;0;;;;;;;;;01/01/2013;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;0;0;;;2013;2017;5;2;;;;;;;;0;0;0;0;0;0;0;2;;;;;;3000;755;0
4;1;1;4;1;400015570191;6;1;1;1995;5;9;22;1;76;0;;;;;;;;;01/01/2013;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;1;0;;;2013;2017;5;1;;;;;;;;1;0;0;0;0;0;0;2;0;;;;;3000;3090;0
4;1;1;4;1;400015570207;2;3;1;1995;12;13;22;1;76;0;;;;;;;;;01/01/2013;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2013;2017;5;1;;;;;;;;1;0;0;0;0;0;0;2;0;;;;;3000;660;0
4;1;1;4;1;400016217929;2;3;2;1980;11;23;37;1;76;0;;;;;;;;;01/01/2017;0;1;;0;1;;0;;1;0;1;1;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;1;;;2017;2017;1;1;;;;;;;;0;0;0;1;0;0;0;2;0;;;;;3000;0;0
4;1;1;4;1;400016244514;2;3;2;1994;8;6;23;1;76;0;;;;;;;;;01/01/2015;0;1;;0;1;;0;;1;0;1;0;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2015;2017;3;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;810;0
4;1;1;4;1;400016377123;2;1;2;1993;9;26;24;1;76;0;;;;;;;;;01/01/2016;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2016;2017;2;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;0;0
4;1;1;4;1;400017044592;2;1;2;1994;5;9;23;1;76;0;;;;;;;;;01/01/2015;0;1;;0;1;;0;;0;0;1;1;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2015;2017;3;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;1665;0
4;1;1;4;1;400017057732;4;3;1;1995;4;25;22;1;76;2;;;;;;;;;01/01/2014;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;0;0;;;2014;2017;4;2;;;;;;;;0;0;0;0;0;0;0;1;;;;;;3000;0;0
4;1;1;4;1;400017127739;2;3;1;1989;10;14;28;1;76;0;;;;;;;;;01/01/2015;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2015;2017;3;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;0;0
4;1;1;4;1;400017143518;2;2;2;1992;8;23;25;1;76;0;;;;;;;;;01/01/2016;0;1;;0;1;;0;;1;0;1;1;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2016;2017;2;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;120;0
4;1;1;4;1;400017158517;2;3;1;1996;3;3;21;1;76;0;;;;;;;;;01/01/2015;1;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;0;1;;;;1;1;0;0;;;2015;2017;3;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;2235;0
4;1;1;4;1;400017162852;2;1;1;1996;1;18;21;1;76;0;;;;;;;;;01/01/2017;1;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;1;0;0;;0;;;1;0;1;;;2017;2017;1;1;;;;;;;;0;0;0;1;0;0;0;2;0;;;;;3000;1005;0
4;1;1;4;1;400017168452;2;4;2;1994;2;14;23;1;76;0;;;;;;;;;01/01/2015;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2015;2017;3;1;;;;;;;;0;0;0;0;0;0;0;2;0;;;;;3000;0;0
4;1;1;4;1;400017927882;4;3;2;1995;1;18;22;1;76;2;;;;;;;;;01/01/2014;0;1;;0;1;;0;;1;0;1;0;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;0;0;;;2014;2017;4;1;;;;;;;;0;0;0;0;0;0;0;1;;;;;;3000;0;0
4;1;1;4;1;400017927905;2;3;2;1996;1;10;21;1;76;0;;;;;;;;;01/01/2014;0;1;;0;0;;0;;1;0;1;0;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;1;0;0;;;2014;2017;4;1;;;;;;;;1;0;0;0;0;0;0;2;0;;;;;3000;300;0
4;1;1;4;1;400017979544;4;1;1;1996;2;4;21;1;76;0;;;;;;;;;01/01/2014;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;0;0;;;2014;2017;4;1;;;;;;;;1;0;0;0;0;0;0;1;;;;;;3000;0;0
4;1;1;4;1;400018011595;4;3;1;1994;3;20;23;1;76;2;;;;;;;;;01/01/2014;0;0;;0;1;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;0;0;;;2014;2017;4;1;;;;;;;;0;0;0;0;0;0;0;2;;;;;;3000;1155;0
